generator,eval_model,mode,dataset,setting,total,correct,accuracy,stderr,random_baseline,delta_over_random,above_chance_fraction,results_path,config_root
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,gpqa,model_from_scratch,442,151,0.3416289592760181,0.0225580504767638,0.25,0.09162895927601811,0.12217194570135748,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/model_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,gpqa,model_from_scratch,442,129,0.2918552036199095,0.021623879864792823,0.25,0.04185520361990952,0.05580693815987936,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/model_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,gpqa,augment_ablation,442,119,0.2692307692307692,0.02109800242148228,0.1,0.1692307692307692,0.188034188034188,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_ablation
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,gpqa,augment_ablation,442,114,0.2579185520361991,0.02080922679487007,0.1,0.15791855203619912,0.175465057817999,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_ablation
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,gpqa,augment_ablation,442,130,0.29411764705882354,0.02167282724069447,0.1,0.19411764705882353,0.21568627450980393,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_ablation
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,gpqa,augment_human,442,89,0.20135746606334842,0.019074315067727384,0.1,0.10135746606334842,0.1126194067370538,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_human
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,gpqa,augment_human,442,69,0.15610859728506787,0.01726416417227669,0.1,0.05610859728506787,0.06234288587229763,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_human
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,gpqa,augment_human,442,86,0.19457013574660634,0.01882958813119375,0.1,0.09457013574660633,0.10507792860734036,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_human
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,gpqa,augment_model,442,111,0.251131221719457,0.020627285623919266,0.1,0.151131221719457,0.16792357968828556,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/augment_model
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,gpqa,augment_model,442,95,0.2149321266968326,0.01953858623492881,0.1,0.11493212669683259,0.12770236299648066,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/augment_model
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,gpqa,augment_model,442,119,0.2692307692307692,0.02109800242148228,0.1,0.1692307692307692,0.188034188034188,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/augment_model
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,gpqa,human_from_scratch,442,137,0.30995475113122173,0.021997675904719096,0.25,0.05995475113122173,0.0799396681749623,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/human_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,gpqa,human_from_scratch,442,126,0.2850678733031674,0.02147313279265904,0.25,0.03506787330316741,0.04675716440422321,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/human_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,gpqa,human_from_scratch,442,128,0.2895927601809955,0.021574284667060396,0.25,0.0395927601809955,0.052790346907994,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/human_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,gpqa,model_from_scratch,442,152,0.3438914027149321,0.022593701613727552,0.25,0.09389140271493213,0.12518853695324283,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/gpqa/model_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,gpqa,model_from_scratch,442,149,0.33710407239819007,0.022485033572922305,0.25,0.08710407239819007,0.11613876319758676,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/gpqa/model_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,gpqa,model_from_scratch,442,149,0.33710407239819007,0.022485033572922305,0.25,0.08710407239819007,0.11613876319758676,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/gpqa/model_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,mmlu_pro,augment_ablation,998,234,0.23446893787575152,0.013410926924307159,0.1,0.1344689378757515,0.14940993097305724,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,mmlu_pro,augment_ablation,998,224,0.22444889779559118,0.013206832736724088,0.1,0.12444889779559118,0.13827655310621242,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,mmlu_pro,augment_ablation,998,230,0.23046092184368738,0.01333056988780722,0.1,0.13046092184368738,0.1449565798263193,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,mmlu_pro,augment_human,998,205,0.20541082164328658,0.012788444182320426,0.1,0.10541082164328658,0.1171231351592073,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_human
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,mmlu_pro,augment_human,998,155,0.15531062124248496,0.011465257801054788,0.1,0.05531062124248495,0.06145624582498328,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_human
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,mmlu_pro,augment_human,998,185,0.18537074148296592,0.012300855733996661,0.1,0.08537074148296592,0.09485637942551768,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_human
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,mmlu_pro,augment_model,998,195,0.19539078156312625,0.012551027073689464,0.1,0.09539078156312625,0.1059897572923625,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/augment_model
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,mmlu_pro,augment_model,998,180,0.18036072144288579,0.012170743016539164,0.1,0.08036072144288578,0.08928969049209531,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/augment_model
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,mmlu_pro,augment_model,998,210,0.21042084168336672,0.012902591398561248,0.1,0.11042084168336672,0.12268982409262968,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/augment_model
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,mmlu_pro,human_from_scratch,998,344,0.34468937875751504,0.015044310335679262,0.25,0.09468937875751504,0.12625250501002006,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/human_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,mmlu_pro,human_from_scratch,998,276,0.27655310621242485,0.014158828712775627,0.25,0.02655310621242485,0.035404141616566465,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/human_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,mmlu_pro,human_from_scratch,998,321,0.3216432865731463,0.014786011465086266,0.25,0.07164328657314628,0.09552438209752838,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/human_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,mmlu_pro,model_from_scratch,998,274,0.2745490981963928,0.014126961206920047,0.25,0.024549098196392782,0.03273213092852371,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/mmlu_pro/model_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,mmlu_pro,model_from_scratch,998,278,0.2785571142284569,0.01419034107768285,0.25,0.028557114228456915,0.03807615230460922,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/mmlu_pro/model_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,mmlu_pro,model_from_scratch,998,275,0.2755511022044088,0.014142939501880504,0.25,0.025551102204408815,0.03406813627254509,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/model_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/mmlu_pro/model_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,mmlu_pro,augment_ablation,998,461,0.4619238476953908,0.015781264310318753,0.1,0.36192384769539077,0.4021376085504342,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,mmlu_pro,augment_ablation,998,356,0.35671342685370744,0.015163403825894978,0.1,0.25671342685370746,0.28523714094856384,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,mmlu_pro,augment_ablation,998,475,0.4759519038076152,0.015808906734299796,0.1,0.37595190380761523,0.4177243375640169,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_ablation/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_ablation
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,mmlu_pro,augment_human,998,393,0.3937875751503006,0.015466005154480707,0.1,0.29378757515030063,0.3264306390558896,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_human
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,mmlu_pro,augment_human,998,309,0.3096192384769539,0.014635010512716404,0.1,0.20961923847695388,0.23291026497439318,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_human
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,mmlu_pro,augment_human,998,378,0.3787575150300601,0.015354862534233392,0.1,0.2787575150300601,0.3097305722556223,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_human/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_human
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,mmlu_pro,augment_model,998,410,0.41082164328657317,0.015573448085264278,0.1,0.31082164328657313,0.3453573814295257,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/augment_model
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,mmlu_pro,augment_model,998,330,0.3306613226452906,0.014891875242838094,0.1,0.23066132264529057,0.2562903584947673,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/mmlu_pro/augment_model
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,mmlu_pro,augment_model,998,405,0.405811623246493,0.015543866096663386,0.1,0.305811623246493,0.33979069249610333,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_model/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/mmlu_pro/augment_model
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,mmlu_pro,human_from_scratch,998,570,0.5711422845691383,0.015666194005421828,0.25,0.3211422845691383,0.42818971275885104,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/human_from_scratch/summary.json,/Users/ndesai-air/Documents/GitHub/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/mmlu_pro/human_from_scratch
