item_id,dataset,sample_id,generator,setting,vllm/Qwen/Qwen3-14B,vllm/Qwen/Qwen3-4B-Instruct-2507,vllm/allenai/Olmo-3-7B-Instruct,vllm/meta-llama/Llama-3.1-8B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,n_evaluators,n_correct,mean_correct,correctness_variance,all_evaluators_same,correctness_pattern,difficulty,discrimination,guessing
gpqa::gpqa:recJtvFAlzbVyKlWf::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recJtvFAlzbVyKlWf,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,1.0,1.0,1.0,0.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,111001,18.64710551361724,1.00000224957632,0.4901923447889769
gpqa::gpqa:recJxK8wQDqG7ESSh::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recJxK8wQDqG7ESSh,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.18207609024969,0.9999969696924866,0.0685797992716865
gpqa::gpqa:recJxK8wQDqG7ESSh::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recJxK8wQDqG7ESSh,google/gemini-3.1-pro-preview,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.32860071216916,0.9999972154823836,0.0685797992717019
gpqa::gpqa:recJxK8wQDqG7ESSh::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recJxK8wQDqG7ESSh,google/gemini-3.1-pro-preview,augment_model,0.0,1.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010001,19.37648491112278,1.0000019983837076,0.1990930141797686
gpqa::gpqa:recJxK8wQDqG7ESSh::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,0.0,0.0,1.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,110011,18.63845555533251,1.0000034898995218,0.4901958998615227
gpqa::gpqa:recJxK8wQDqG7ESSh::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,google/gemini-3.1-pro-preview,model_from_scratch,0.0,0.0,1.0,0.0,1.0,1.0,6,3.0,0.5,0.25,False,001011,18.779474605137125,1.0000012631274515,0.3908894468418255
gpqa::gpqa:recJxK8wQDqG7ESSh::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recJxK8wQDqG7ESSh,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.35150039740626,0.9999967594894874,0.0685797992716816
gpqa::gpqa:recJxK8wQDqG7ESSh::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recJxK8wQDqG7ESSh,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.49803054671236,0.9999987765827224,0.1249147146435328
gpqa::gpqa:recJxK8wQDqG7ESSh::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recJxK8wQDqG7ESSh,openai/gpt-5.2-2025-12-11,augment_model,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,19.54592015027536,1.0000081812967336,0.3813030200242315
gpqa::gpqa:recJxK8wQDqG7ESSh::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,0.0,0.0,1.0,0.0,6,3.0,0.5,0.25,False,110010,18.80787871362091,1.0000015528686867,0.390889140015715
gpqa::gpqa:recJxK8wQDqG7ESSh::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,openai/gpt-5.2-2025-12-11,model_from_scratch,0.0,1.0,0.0,0.0,1.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010010,18.948897895289065,0.9999992394057552,0.2952487786953742
gpqa::gpqa:recJxK8wQDqG7ESSh::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recJxK8wQDqG7ESSh,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.11585851631473,0.9999966483566524,0.0685797992716834
gpqa::gpqa:recJxK8wQDqG7ESSh::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recJxK8wQDqG7ESSh,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,19.26238892866172,0.9999985794698758,0.1249147166159263
gpqa::gpqa:recJxK8wQDqG7ESSh::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recJxK8wQDqG7ESSh,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.31025723122727,0.9999967733212908,0.0685797992716905
gpqa::gpqa:recJxK8wQDqG7ESSh::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,1.0,0.0,0.0,1.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,110011,18.57224188009352,1.0000031414901835,0.4901944599028356
gpqa::gpqa:recJxK8wQDqG7ESSh::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recJxK8wQDqG7ESSh,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,18.713252112537123,0.9999977977975908,0.2072101088692483
gpqa::gpqa:recK3Xnphg6jVxIHv::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recK3Xnphg6jVxIHv,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.18394703397752,0.9999969720982768,0.06857979927169
gpqa::gpqa:recK3Xnphg6jVxIHv::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recK3Xnphg6jVxIHv,google/gemini-3.1-pro-preview,augment_human,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.330477520454643,0.9999989924824848,0.1249147361062452
gpqa::gpqa:recK3Xnphg6jVxIHv::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recK3Xnphg6jVxIHv,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.37834539683966,0.9999972387752282,0.0685797992716951
gpqa::gpqa:recK3Xnphg6jVxIHv::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,18.64032224635452,1.0000003972299414,0.2952487636238163
gpqa::gpqa:recK3Xnphg6jVxIHv::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,google/gemini-3.1-pro-preview,model_from_scratch,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,18.78134201576447,0.99999774978777,0.2072101947163336
gpqa::gpqa:recK3Xnphg6jVxIHv::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recK3Xnphg6jVxIHv,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.35337134252786,0.9999967613285298,0.0685797992716859
gpqa::gpqa:recK3Xnphg6jVxIHv::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recK3Xnphg6jVxIHv,openai/gpt-5.2-2025-12-11,augment_human,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.49990232476029,0.9999985524566116,0.1249147563862248
gpqa::gpqa:recK3Xnphg6jVxIHv::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recK3Xnphg6jVxIHv,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.54776985086668,0.9999969805664758,0.0685797992716853
gpqa::gpqa:recK3Xnphg6jVxIHv::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,18.809747604269017,1.0000000663182806,0.2952488227555633
gpqa::gpqa:recK3Xnphg6jVxIHv::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,openai/gpt-5.2-2025-12-11,model_from_scratch,1.0,1.0,0.0,0.0,0.0,1.0,6,3.0,0.5,0.25,False,110001,18.950775504721992,1.000000877669132,0.3908883520202479
gpqa::gpqa:recK3Xnphg6jVxIHv::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recK3Xnphg6jVxIHv,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,1.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010001,19.117742397417217,1.0000005388199908,0.1990930390118766
gpqa::gpqa:recK3Xnphg6jVxIHv::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recK3Xnphg6jVxIHv,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.26426108133378,0.9999980788448708,0.1249147769204415
gpqa::gpqa:recK3Xnphg6jVxIHv::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recK3Xnphg6jVxIHv,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.31213403620679,0.9999984581268287,0.1249147362887365
gpqa::gpqa:recK3Xnphg6jVxIHv::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,1.0,0.0,0.0,0.0,1.0,6,3.0,0.5,0.25,False,110001,18.574110367206,1.0000014403414226,0.3908886907293787
gpqa::gpqa:recK3Xnphg6jVxIHv::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recK3Xnphg6jVxIHv,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,18.715130629530154,0.9999984075937371,0.2952491673828271
gpqa::gpqa:recK9F5aqdaybl8bb::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recK9F5aqdaybl8bb,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.208376010266257,0.999996978905796,0.0685797992716946
gpqa::gpqa:recK9F5aqdaybl8bb::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recK9F5aqdaybl8bb,google/gemini-3.1-pro-preview,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.354900627496104,0.999997225757254,0.0685797992716862
gpqa::gpqa:recK9F5aqdaybl8bb::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recK9F5aqdaybl8bb,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.402774369540392,0.9999972463216532,0.0685797992716876
gpqa::gpqa:recK9F5aqdaybl8bb::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,google/gemini-3.1-pro-preview,human_from_scratch,0.0,0.0,0.0,0.0,1.0,0.0,6,1.0,0.16666666666666666,0.1388888888888889,False,000010,18.66474523828884,0.9999980395117524,0.207209899897767
gpqa::gpqa:recK9F5aqdaybl8bb::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,google/gemini-3.1-pro-preview,model_from_scratch,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,18.80576945132526,0.9999979627042188,0.2072100687693218
gpqa::gpqa:recK9F5aqdaybl8bb::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recK9F5aqdaybl8bb,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.37780688979953,0.9999981633615423,0.124914773781117
gpqa::gpqa:recK9F5aqdaybl8bb::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recK9F5aqdaybl8bb,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.52432507512198,0.9999969690889896,0.0685797992716749
gpqa::gpqa:recK9F5aqdaybl8bb::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recK9F5aqdaybl8bb,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.572198825845977,0.9999969872667692,0.0685797992716871
gpqa::gpqa:recK9F5aqdaybl8bb::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,openai/gpt-5.2-2025-12-11,human_from_scratch,0.0,0.0,0.0,0.0,1.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,000011,18.834172809366915,0.9999994952117492,0.2952484618409611
gpqa::gpqa:recK9F5aqdaybl8bb::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,openai/gpt-5.2-2025-12-11,model_from_scratch,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,18.975194014844163,0.9999978006074062,0.2072100948790809
gpqa::gpqa:recK9F5aqdaybl8bb::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recK9F5aqdaybl8bb,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.142158446220364,0.9999966531149692,0.0685797992716844
gpqa::gpqa:recK9F5aqdaybl8bb::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recK9F5aqdaybl8bb,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,0.0,1.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,001000,19.28868830973957,0.9999985694695868,0.1249146889576041
gpqa::gpqa:recK9F5aqdaybl8bb::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recK9F5aqdaybl8bb,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,1.0,1.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,011111,19.33658494777909,1.0000108341714018,0.4804031996104419
gpqa::gpqa:recK9F5aqdaybl8bb::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.598526542067635,0.9999968932366202,0.1315100033590369
gpqa::gpqa:recK9F5aqdaybl8bb::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recK9F5aqdaybl8bb,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,0.0,0.0,1.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,000101,18.73955678948765,0.9999994244898254,0.2952488935372895
gpqa::gpqa:recKHoKLpcxt8aOjM::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recKHoKLpcxt8aOjM,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,1.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,001000,19.21177223683337,0.9999987783301094,0.1249146621367031
gpqa::gpqa:recKHoKLpcxt8aOjM::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recKHoKLpcxt8aOjM,google/gemini-3.1-pro-preview,augment_human,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.35829889609608,0.9999987981276944,0.12491476432253
gpqa::gpqa:recKHoKLpcxt8aOjM::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recKHoKLpcxt8aOjM,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.406166210774813,0.9999972479062064,0.0685797992716855
gpqa::gpqa:recKHoKLpcxt8aOjM::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,google/gemini-3.1-pro-preview,human_from_scratch,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,18.66813887631358,0.9999986397649429,0.207210046300527
gpqa::gpqa:recKHoKLpcxt8aOjM::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,google/gemini-3.1-pro-preview,model_from_scratch,0.0,0.0,1.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,001001,18.809163767849466,0.9999995543255742,0.2952486237858518
gpqa::gpqa:recKHoKLpcxt8aOjM::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recKHoKLpcxt8aOjM,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.38119216384245,0.9999967680576576,0.0685797992717014
gpqa::gpqa:recKHoKLpcxt8aOjM::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recKHoKLpcxt8aOjM,openai/gpt-5.2-2025-12-11,augment_human,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.527723664299828,0.9999982700089356,0.1249147825363003
gpqa::gpqa:recKHoKLpcxt8aOjM::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recKHoKLpcxt8aOjM,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.575590667670912,0.999996988667191,0.0685797992716925
gpqa::gpqa:recKHoKLpcxt8aOjM::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,openai/gpt-5.2-2025-12-11,human_from_scratch,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,18.83756382768304,0.9999983660820896,0.2072100722224355
gpqa::gpqa:recKHoKLpcxt8aOjM::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,openai/gpt-5.2-2025-12-11,model_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.97858168964273,0.9999966078556406,0.1315100033590356
gpqa::gpqa:recKHoKLpcxt8aOjM::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recKHoKLpcxt8aOjM,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.14555653375165,0.9999981908358077,0.1249147557640409
gpqa::gpqa:recKHoKLpcxt8aOjM::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recKHoKLpcxt8aOjM,together/Qwen/Qwen3.5-397B-A17B,augment_human,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.29208237717366,0.9999977126315864,0.124914800867987
gpqa::gpqa:recKHoKLpcxt8aOjM::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recKHoKLpcxt8aOjM,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.33994899826944,0.9999967816067268,0.0685797992716801
gpqa::gpqa:recKHoKLpcxt8aOjM::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,0.0,1.0,0.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010100,18.601926427060288,0.9999997470941694,0.2952487971455143
gpqa::gpqa:recKHoKLpcxt8aOjM::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recKHoKLpcxt8aOjM,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,18.742944320432294,0.999997710201588,0.2072101440163989
gpqa::gpqa:recKQL5BfWxD3yHGE::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recKQL5BfWxD3yHGE,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.20868489272632,0.9999969776847626,0.068579799271686
gpqa::gpqa:recKQL5BfWxD3yHGE::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recKQL5BfWxD3yHGE,google/gemini-3.1-pro-preview,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.355209510673248,0.9999972243631128,0.068579799271682
gpqa::gpqa:recKQL5BfWxD3yHGE::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recKQL5BfWxD3yHGE,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.403083252764752,0.999997244918643,0.0685797992716872
gpqa::gpqa:recKQL5BfWxD3yHGE::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.66506711215796,1.000005366578566,0.5898260655960406
gpqa::gpqa:recKQL5BfWxD3yHGE::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,google/gemini-3.1-pro-preview,model_from_scratch,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,18.80607791206313,0.9999979506068328,0.2072100339140168
gpqa::gpqa:recKQL5BfWxD3yHGE::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recKQL5BfWxD3yHGE,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.378109202858276,0.9999967660006408,0.0685797992716863
gpqa::gpqa:recKQL5BfWxD3yHGE::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recKQL5BfWxD3yHGE,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.52463395754929,0.9999969678970416,0.068579799271696
gpqa::gpqa:recKQL5BfWxD3yHGE::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recKQL5BfWxD3yHGE,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.572507708324324,0.9999969860599838,0.0685797992716721
gpqa::gpqa:recKQL5BfWxD3yHGE::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.834493424709272,1.0000053752017066,0.5898255930004517
gpqa::gpqa:recKQL5BfWxD3yHGE::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,openai/gpt-5.2-2025-12-11,model_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.97549872697889,0.9999966065659628,0.1315100033590387
gpqa::gpqa:recKQL5BfWxD3yHGE::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recKQL5BfWxD3yHGE,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,0.0,1.0,0.0,6,1.0,0.16666666666666666,0.1388888888888889,False,000010,19.142472224971577,0.9999984585639836,0.1249146878793655
gpqa::gpqa:recKQL5BfWxD3yHGE::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recKQL5BfWxD3yHGE,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.2889922742412,0.9999967662149636,0.0685797992716862
gpqa::gpqa:recKQL5BfWxD3yHGE::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recKQL5BfWxD3yHGE,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.336866037014595,0.999996779712136,0.0685797992716735
gpqa::gpqa:recKQL5BfWxD3yHGE::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.598854295508048,1.000005140048276,0.589824839062395
gpqa::gpqa:recKQL5BfWxD3yHGE::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recKQL5BfWxD3yHGE,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,18.739860916354715,0.9999977990889216,0.2072101078269393
gpqa::gpqa:recKcjTwONILZqHAX::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recKcjTwONILZqHAX,google/gemini-3.1-pro-preview,augment_ablation,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,19.14995416697653,1.0000010188244697,0.1990930424111605
gpqa::gpqa:recKcjTwONILZqHAX::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recKcjTwONILZqHAX,google/gemini-3.1-pro-preview,augment_human,1.0,0.0,0.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100100,19.296477193948224,1.000001756853262,0.1990930269208011
