generation_run_name,generator,dataset,sample_id,eval_model,eval_model_display,setting,evaluation_prediction,correct_answer_letter,distractor_source,source_status,round_split_status
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1468,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1469,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1470,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1472,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,A,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1473,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1474,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1476,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1479,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1482,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1484,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1486,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1488,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1493,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1495,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1496,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1500,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,J,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1506,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1507,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,I,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1508,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1510,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1513,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,E,C,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1514,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1515,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1521,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,E,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1526,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,A,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1527,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1528,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1529,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,E,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1531,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,E,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1533,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1536,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1537,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1539,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1540,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1544,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1547,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1548,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,G,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1551,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1552,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,E,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1555,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1558,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1559,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,A,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1560,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1561,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1567,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1570,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1572,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1574,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1576,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,E,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1577,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1580,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1586,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1588,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,E,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1590,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1592,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1595,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1597,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1602,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1606,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1607,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,F,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1608,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1612,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,I,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1613,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1618,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1619,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1621,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1623,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,E,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1624,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1628,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,H,D,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1632,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1634,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1638,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1639,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1641,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1642,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1643,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,E,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1644,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1646,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1647,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,I,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1648,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,E,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1649,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1652,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1653,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1654,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1659,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1662,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1663,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1665,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1668,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1674,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,D,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1675,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1677,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1679,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1681,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1683,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1685,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1687,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,J,F,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1688,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,H,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1690,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,B,G,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1693,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,G,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1694,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,D,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1695,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1697,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,J,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1701,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,G,E,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1702,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1703,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,H,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1705,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,H,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1706,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,F,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1708,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,C,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1709,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1711,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,J,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1714,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,E,B,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1719,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,F,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1720,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,A,B,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1722,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,H,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1723,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,I,J,round2,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1725,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,C,I,round1,kept,matched
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,mmlu_pro,mmlu_pro:1726,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,augment_model,H,D,round2,kept,matched
