generator_key,generator,generator_display,dataset,dataset_display,sample_id,cosine_sem_0.90_count,hybrid_match_count,hybrid_match_proportion,any_formula_like_choice,formula_like_choice_count,exact_rule_match_count,cosine_rule_match_count,human_choices,model_choices,matched_human_distractors,matched_model_distractors,matched_pair_similarities,matched_pair_methods
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_7267523,2,2,0.6666666666666666,False,0,0,2,"a flood
a hurricane
an earthquake","a hurricane
a wildfire
an earthquake","a hurricane
an earthquake","a hurricane
an earthquake","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_7267523,2,2,0.6666666666666666,False,0,0,2,"a flood
a hurricane
an earthquake","a hurricane
an earthquake
a wildfire","a hurricane
an earthquake","a hurricane
an earthquake","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_7267523,2,2,0.6666666666666666,False,0,0,2,"a flood
a hurricane
an earthquake","a hurricane
an earthquake
a wildfire","a hurricane
an earthquake","a hurricane
an earthquake","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_LBS10131,2,2,0.6666666666666666,False,0,0,2,"radiation
convection
vaporization","convection
radiation
induction","convection
radiation","convection
radiation","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_LBS10131,2,2,0.6666666666666666,False,0,0,2,"radiation
convection
vaporization","convection
radiation
evaporation","convection
radiation","convection
radiation","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_LBS10131,2,2,0.6666666666666666,False,0,0,2,"radiation
convection
vaporization","convection
radiation
induction","convection
radiation","convection
radiation","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_400182,2,2,0.6666666666666666,False,0,0,2,"thermal
mechanical
chemical","sound
mechanical
chemical","mechanical
chemical","mechanical
chemical","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_400182,2,2,0.6666666666666666,False,0,0,2,"thermal
mechanical
chemical","sound
chemical
mechanical","chemical
mechanical","chemical
mechanical","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_400233,2,2,0.6666666666666666,False,0,0,2,"igneous rock
extrusive rock
metamorphic rock","igneous rock
metamorphic rock
parent rock","igneous rock
metamorphic rock","igneous rock
metamorphic rock","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_400233,2,2,0.6666666666666666,False,0,0,2,"igneous rock
extrusive rock
metamorphic rock","igneous rock
metamorphic rock
magma","igneous rock
metamorphic rock","igneous rock
metamorphic rock","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_400233,2,2,0.6666666666666666,False,0,0,2,"igneous rock
extrusive rock
metamorphic rock","igneous rock
metamorphic rock
volcanic rock","igneous rock
metamorphic rock","igneous rock
metamorphic rock","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_400400,2,2,0.6666666666666666,False,0,0,2,"chemical
magnetic
mechanical","electrical
mechanical
chemical","mechanical
chemical","mechanical
chemical","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_400402,2,2,0.6666666666666666,False,0,0,2,"equinox
full moon
solar eclipse","full moon
change of seasons
solar eclipse","full moon
solar eclipse","full moon
solar eclipse","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_400402,2,2,0.6666666666666666,False,0,0,2,"equinox
full moon
solar eclipse","full moon
earthquake
solar eclipse","full moon
solar eclipse","full moon
solar eclipse","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_401162,2,2,0.6666666666666666,False,0,0,2,"liters
grams
centimeters","grams
liters
pascals","grams
liters","grams
liters","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_401162,2,2,0.6666666666666666,False,0,0,2,"liters
grams
centimeters","grams
liters
seconds","grams
liters","grams
liters","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_401357,2,2,0.6666666666666666,False,0,0,2,"condensation
precipitation
transpiration","condensation
precipitation
runoff","condensation
precipitation","condensation
precipitation","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_401357,2,2,0.6666666666666666,False,0,0,2,"condensation
precipitation
transpiration","condensation
precipitation
runoff","condensation
precipitation","condensation
precipitation","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_401357,2,2,0.6666666666666666,False,0,0,2,"condensation
precipitation
transpiration","condensation
precipitation
runoff","condensation
precipitation","condensation
precipitation","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_401360,2,2,0.6666666666666666,False,0,0,2,"chemical property.
chemical change.
physical change.","chemical property
chemical change
biological property","chemical property.
chemical change.","chemical property
chemical change","0.946616
0.95342","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_401360,2,2,0.6666666666666666,False,0,0,2,"chemical property.
chemical change.
physical change.","chemical property
extensive property
physical change","chemical property.
physical change.","chemical property
physical change","0.946616
0.937604","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_401361,2,2,0.6666666666666666,False,0,0,2,"absorb
deflect
refract","absorb
refract
filter out","absorb
refract","absorb
refract","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_401792,2,2,0.6666666666666666,False,0,0,2,"oil
coal
aluminum","coal
oil
natural gas","coal
oil","coal
oil","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_401792,2,2,0.6666666666666666,False,0,0,2,"oil
coal
aluminum","coal
oil
gold","coal
oil","coal
oil","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_401818,2,2,0.6666666666666666,False,0,0,2,"bar graph
line graph
stem and leaf","histogram
bar graph
line graph","bar graph
line graph","bar graph
line graph","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_402282,2,2,0.6666666666666666,False,0,0,2,"solar energy
fossil fuel energy
geothermal energy","solar energy
geothermal energy
tidal energy","solar energy
geothermal energy","solar energy
geothermal energy","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_402282,2,2,0.6666666666666666,False,0,0,2,"solar energy
fossil fuel energy
geothermal energy","solar energy
hydroelectric power
geothermal energy","solar energy
geothermal energy","solar energy
geothermal energy","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_402282,2,2,0.6666666666666666,False,0,0,2,"solar energy
fossil fuel energy
geothermal energy","solar energy
geothermal energy
hydroelectric energy","solar energy
geothermal energy","solar energy
geothermal energy","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_402629,2,2,0.6666666666666666,False,0,0,2,"yardstick
thermometer
graduated cylinder","ruler
thermometer
graduated cylinder","thermometer
graduated cylinder","thermometer
graduated cylinder","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_405130,2,2,0.6666666666666666,False,0,0,2,"refracted by the carpet.
reflected by the carpet.
amplified by the carpet.","reflected by the carpet.
refracted by the carpet.
destroyed by the carpet.","reflected by the carpet.
refracted by the carpet.","reflected by the carpet.
refracted by the carpet.","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_405827,2,2,0.6666666666666666,False,0,0,2,"One girl will pull the other toward her.
Gravity will cause the rope to sag.
The rope will break.","One girl will pull the other toward her.
The girls will move toward each other.
The rope will break due to the tension.","One girl will pull the other toward her.
The rope will break.","One girl will pull the other toward her.
The rope will break due to the tension.","1.0
0.952147","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_407689,2,2,0.6666666666666666,False,0,0,2,"earthquake
landslide
volcano","earthquake
flood
landslide","earthquake
landslide","earthquake
landslide","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_408042,2,2,0.6666666666666666,False,0,0,2,"flowers
seeds
roots","flowers
roots
stems","flowers
roots","flowers
roots","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_408042,2,2,0.6666666666666666,False,0,0,2,"flowers
seeds
roots","flowers
roots
stems","flowers
roots","flowers
roots","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_408568,2,2,0.6666666666666666,False,0,0,2,"the amount of air in each ball
the time it takes to drop each ball
the number of times the ball bounces","the amount of air in each ball
how high each ball bounces
the number of bounces each ball makes","the amount of air in each ball
the number of times the ball bounces","the amount of air in each ball
the number of bounces each ball makes","1.0
0.939956","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_408706,2,2,0.6666666666666666,False,0,0,2,"March
September
December","December
March
August","December
March","December
March","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_408706,2,2,0.6666666666666666,False,0,0,2,"March
September
December","December
March
July","December
March","December
March","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_409673,2,2,0.6666666666666666,False,0,0,2,"Earth is closer to the Sun in summer.
Earth rotates at a faster rate in summer.
The core of Earth is closer to the surface in summer.","The Earth is closer to the Sun in summer than it is in winter.
The Sun produces more heat and light during the summer than during the winter.
The Earth rotates faster on its axis during the summer months.","Earth is closer to the Sun in summer.
Earth rotates at a faster rate in summer.","The Earth is closer to the Sun in summer than it is in winter.
The Earth rotates faster on its axis during the summer months.","0.918015
0.936256","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_412374,2,2,0.6666666666666666,False,0,0,2,"waterproof fur
webbed hind feet
flat, wide tail","webbed hind feet
dense, waterproof fur
flat, broad tail","webbed hind feet
flat, wide tail","webbed hind feet
flat, broad tail","1.0
0.922915","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_413143,2,2,0.6666666666666666,False,0,0,2,"a tornado
a flood
an earthquake","soil erosion
an earthquake
a flood","an earthquake
a flood","an earthquake
a flood","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_413624,2,2,0.6666666666666666,False,0,0,2,"Motion changes to stored energy.
Heat changes to motion and stored energy.
Motion changes to chemical energy.","Stored energy changes entirely into motion.
Motion energy changes into stored energy and heat.
Heat energy changes into stored energy and motion.","Motion changes to stored energy.
Heat changes to motion and stored energy.","Motion energy changes into stored energy and heat.
Heat energy changes into stored energy and motion.","0.922148
0.979948","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_414339,2,2,0.6666666666666666,False,0,0,2,"The water can change from a liquid to a solid.
The water can change from a solid to a liquid.
The water can change from a gas to a liquid.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.
The water can separate into hydrogen and oxygen gases.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_414339,2,2,0.6666666666666666,False,0,0,2,"The water can change from a liquid to a solid.
The water can change from a solid to a liquid.
The water can change from a gas to a liquid.","The water can change from a gas to a liquid.
The water can change from a liquid to a solid.
The water can become a different substance, like saltwater, when heated.","The water can change from a gas to a liquid.
The water can change from a liquid to a solid.","The water can change from a gas to a liquid.
The water can change from a liquid to a solid.","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_414339,2,2,0.6666666666666666,False,0,0,2,"The water can change from a liquid to a solid.
The water can change from a solid to a liquid.
The water can change from a gas to a liquid.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.
The water molecules will move slower.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.","The water can change from a liquid to a solid.
The water can change from a gas to a liquid.","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_416104,2,2,0.6666666666666666,False,0,0,2,"absorb water
make food
attract pollinators","absorb water
make food
produce seeds","absorb water
make food","absorb water
make food","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_416155,2,2,0.6666666666666666,False,0,0,2,"the circulatory system
the nervous system
the digestive system","the muscular system
the nervous system
the circulatory system","the nervous system
the circulatory system","the nervous system
the circulatory system","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_416167,2,2,0.6666666666666666,False,0,0,2,"stomach
brain
liver","liver
brain
heart","liver
brain","liver
brain","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_416167,2,2,0.6666666666666666,False,0,0,2,"stomach
brain
liver","liver
brain
lungs","liver
brain","liver
brain","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_SC_416174,2,2,0.6666666666666666,False,0,0,2,"sweat glands
nerves
nails","sweat glands
nerves
melanin","sweat glands
nerves","sweat glands
nerves","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_SC_LBS10027,2,2,0.6666666666666666,False,0,0,2,"The energy an object has due to its motion.
The energy that increases the mass of an object.
The energy that increases the temperature of an object.","The energy an object possesses due to its motion.
The measure of force applied to an object over a distance.
The energy associated with the temperature of an object.","The energy an object has due to its motion.
The energy that increases the temperature of an object.","The energy an object possesses due to its motion.
The energy associated with the temperature of an object.","0.985841
0.92006","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:Mercury_SC_LBS10664,2,2,0.6666666666666666,False,0,0,2,"aluminum
copper
water","copper
aluminum
salt water","copper
aluminum","copper
aluminum","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NCEOGA_2013_5_19,2,2,0.6666666666666666,False,0,0,2,"his scar on his right cheek
his intelligence
his ability to play the drums","his scar
his drumming ability
his intelligence","his ability to play the drums
his intelligence","his drumming ability
his intelligence","0.906212
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:NCEOGA_2013_5_19,2,2,0.6666666666666666,False,0,0,2,"his scar on his right cheek
his intelligence
his ability to play the drums","the scar on his right cheek
his intelligence
his skill as an excellent drummer","his scar on his right cheek
his intelligence","the scar on his right cheek
his intelligence","0.969698
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:NCEOGA_2013_5_19,2,2,0.6666666666666666,False,0,0,2,"his scar on his right cheek
his intelligence
his ability to play the drums","his scar on his right cheek
his intelligence
his skill as a drummer","his scar on his right cheek
his intelligence","his scar on his right cheek
his intelligence","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NCEOGA_2013_8_15,2,2,0.6666666666666666,False,0,0,2,"The population expands and competition intensifies.
The population increases as competition decreases.
Competition weakens and the population decreases.","Competition weakens while the population contracts.
Competition strengthens while the population expands.
Competition weakens while the population expands.","The population expands and competition intensifies.
Competition weakens and the population decreases.","Competition strengthens while the population expands.
Competition weakens while the population expands.","0.915983
0.910813","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NCEOGA_2013_8_18,2,2,0.6666666666666666,False,0,0,2,"the Law of Superposition
the Theory of Geological Evolution
the Theory of Continental Drift","the Theory of Continental Drift
the Law of Superposition
the Theory of Abiogenesis","the Theory of Continental Drift
the Law of Superposition","the Theory of Continental Drift
the Law of Superposition","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NCEOGA_2013_8_42,2,2,0.6666666666666666,False,0,0,2,"boiling water and melting wax
rusting iron and baking a cake
dissolving powder and shredding paper","boiling water and melting wax
rusting iron and baking a cake
dissolving salt and tearing paper","boiling water and melting wax
rusting iron and baking a cake","boiling water and melting wax
rusting iron and baking a cake","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NCEOGA_2013_8_7,2,2,0.6666666666666666,False,0,0,2,"less nutrients in the water
higher water temperatures
fewer nitrates","higher water temperatures
fewer nutrients in the water
increased coastal flooding","higher water temperatures
less nutrients in the water","higher water temperatures
fewer nutrients in the water","1.0
0.969618","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2008_4_11,2,2,0.6666666666666666,False,0,0,2,"shape
length
width","length
thickness
shape","length
shape","length
shape","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2008_4_11,2,2,0.6666666666666666,False,0,0,2,"shape
length
width","length
shape
thickness","length
shape","length
shape","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2008_8_11,2,2,0.6666666666666666,False,0,0,2,"sunlight
oxygen
carbon dioxide","sunlight
carbon dioxide
atmospheric nitrogen","sunlight
carbon dioxide","sunlight
carbon dioxide","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2008_8_11,2,2,0.6666666666666666,False,0,0,2,"sunlight
oxygen
carbon dioxide","sunlight
carbon dioxide
inorganic minerals","sunlight
carbon dioxide","sunlight
carbon dioxide","1.0
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2008_8_34,2,2,0.6666666666666666,False,0,0,2,"Kinetic energy decreases and potential energy increases.
Both potential energy and kinetic energy decrease.
Both potential energy and kinetic energy increase.","Kinetic energy decreases and potential energy increases.
Both kinetic energy and potential energy increase.
Potential energy stays the same while kinetic energy increases.","Kinetic energy decreases and potential energy increases.
Both potential energy and kinetic energy increase.","Kinetic energy decreases and potential energy increases.
Both kinetic energy and potential energy increase.","1.0
0.995088","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2010_8_35,2,2,0.6666666666666666,False,0,0,2,"decrease the temperature of the water
use larger pieces of sugar
use less water","decrease the water temperature
decrease the amount of water
use larger pieces of sugar","decrease the temperature of the water
use larger pieces of sugar","decrease the water temperature
use larger pieces of sugar","0.982024
1.0","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2012_4_1,2,2,0.6666666666666666,False,0,0,2,"wooden block
metal nail
glass bottle","plastic spoon
glass bottle
wooden block","glass bottle
wooden block","glass bottle
wooden block","1.0
1.0","cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2012_4_1,2,2,0.6666666666666666,False,0,0,2,"wooden block
metal nail
glass bottle","glass bottle
metal spoon
wooden block","glass bottle
wooden block","glass bottle
wooden block","1.0
1.0","cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2012_4_2,2,2,0.6666666666666666,False,0,0,2,"liquid, only
solid and liquid
liquid and gas","liquid, only
gas, only
solid and liquid, only","liquid, only
solid and liquid","liquid, only
solid and liquid, only","1.0
0.937953","cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:NYSEDREGENTS_2012_4_2,2,2,0.6666666666666666,False,0,0,2,"liquid, only
solid and liquid
liquid and gas","liquid, only
gas, only
solid and liquid","liquid, only
solid and liquid","liquid, only
solid and liquid","1.0
1.0","cosine_text
cosine_text"
